date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-02,11.9,8.7,16.8,0,,346,3.5,,1030.4,
2023-01-03,11.9,9.3,16.2,0,,102,3,,1027.7,
2023-01-04,12.6,9.6,18.2,0,,17,2.7,,1025,
2023-01-05,12.2,8.3,17.7,0,,354,2.6,,1022.5,
2023-01-06,12.8,10,18.7,0,,338,3.8,,1021.3,
2023-01-07,13.1,9.5,18.7,0,,15,4.8,,1023.2,
2023-01-08,12.2,8.7,17,0,,5,2.9,,1021.7,
2023-01-09,12.4,8.6,17.2,0,,126,4.2,,1019.9,
2023-01-10,13.6,11.8,16.5,9.4,,228,11.3,,1011,
2023-01-11,11.2,7.6,14.2,0,,336,4.7,,1011.6,
2023-01-12,10.6,7.1,16,0,,333,5.1,,1016.4,
2023-01-13,11.1,9,14.2,0.1,,347,6.8,,1018.2,
2023-01-14,10.4,6.4,16.1,0,,354,3.4,,1018.9,
2023-01-15,10.9,7.4,14.8,0,,2,6.4,,1018.8,
2023-01-16,12.2,7.9,17.1,0,,144,4.3,,1015.8,
2023-01-17,16.4,14.4,19,0,,184,13,,1011.6,
2023-01-18,16.9,15.9,19.6,0,,172,17.7,,1012.8,
2023-01-19,16.5,15.3,19.3,0,,162,16.4,,1014.7,
2023-01-20,13.4,10.5,16.3,5.3,10,216,12.8,,1010.9,
2023-01-21,14.9,9.9,18.8,1.3,,171,13.7,,1013.8,
2023-01-22,14.3,11.2,18.8,3.3,,136,6.6,,1018.5,
2023-01-23,14.8,12.6,19,0,,126,6.1,,1021.9,
2023-01-24,13.9,11.1,17.2,1.1,,69,4,,1024.2,
2023-01-25,11.3,10.2,12.7,0,,63,12.5,,1023.4,
2023-01-26,10.1,7.7,12,22.2,,48,10,,1012.8,
2023-01-27,10.6,7.9,13,4.3,,4,3.9,,1005.9,
2023-01-28,11.2,9.2,14.7,2,,352,5.1,,1011,
2023-01-29,10.2,8.1,13.2,5.1,10,14,7.3,,1016.7,
2023-01-30,8.8,7.2,11.5,0,,7,5.7,,1016.2,
2023-01-31,8.5,6.6,11.1,0,,356,7,,1012.9,
2023-02-01,8.1,4.2,11.4,0,,343,9,,1019.8,
2023-02-02,10.8,5.8,15.8,0,,337,7.1,,1020.8,
2023-02-03,9.4,6.7,14.1,0,,336,7.2,,1021.6,
2023-02-04,9.5,6.2,13,2.7,,346,6.7,,1015.3,
2023-02-05,4.9,2.2,9.3,12.6,,335,14.8,,1012.2,
2023-02-06,3,0,6.6,8.9,,347,13,,1020.8,
2023-02-07,3.4,1.7,4.9,0,,357,12.1,,1027.6,
2023-02-08,3.6,1.5,6.3,0,,13,10.6,,1032.5,
2023-02-09,5,2.2,8.5,0.3,,8,11.8,,1032.3,
2023-02-10,6.9,6,8.7,0,,13,12.7,,1031.4,
2023-02-11,7,4.6,10,0,,3,9.8,,1031.2,
2023-02-12,7.3,3.1,13.6,0,,1,4.1,,1027.9,
2023-02-13,8.6,6.1,11.3,0,,4,13,,1032.4,
2023-02-14,9,5.7,13.7,0,,333,6.6,,1028.2,
2023-02-15,8.5,6.1,11.8,0,,355,5.9,,1029.1,
2023-02-16,9.1,5.2,14.2,0,,346,3.7,,1030.9,
2023-02-17,11.2,7.5,15.7,0,,76,3.9,,1028.7,
2023-02-18,12.6,7.6,18.5,0,,356,4.9,,1026.4,
2023-02-19,14,11,18.2,0,,296,7.7,,1022.4,
2023-02-20,14.8,10.7,20.6,0,,337,7.2,,1020.9,
2023-02-21,14,9.2,20.3,0,,341,3.8,,1020.9,
2023-02-22,14.4,10.2,18.8,0,,38,3.1,,1015.8,
2023-02-23,13.9,10.8,18.2,0,,75,2.8,,1015.6,
2023-02-24,14.4,11.4,18.6,0,,72,3.5,,1016.3,
2023-02-25,14.4,11,18.7,0,,91,5.2,,1014.3,
2023-02-26,16.1,14,18.7,0,,132,13.3,,1012.4,
2023-02-27,17.2,15.6,20,0,,136,9.6,,1016,
2023-02-28,16.6,13.5,18.7,0,,47,6.2,,1018,
2023-03-01,14.7,11.1,20.4,0,,24,5.5,,1016.9,
2023-03-02,13.5,11.1,16.2,4.4,,28,6.2,,1016.3,
2023-03-03,15.1,9.3,18.3,0.1,,303,4.8,,1016.4,
2023-03-04,14.1,12.7,17.5,4.7,,139,8.7,,1014.9,
2023-03-05,13.5,11.1,17.4,3.2,,304,6.5,,1009.8,
2023-03-06,13.5,10.5,18.5,0,,326,6.1,,1013.8,
2023-03-07,14.1,11.2,17.6,0,,185,6.2,,1012.9,
2023-03-08,14,11.3,18.2,0,,261,5,,1012.4,
2023-03-09,14.8,11.8,18.7,0,,292,5.5,,1013.7,
2023-03-10,16.2,12.8,21.5,0,,205,5.1,,1010.7,
2023-03-11,17,13.9,21.7,0,,239,9,,1003.3,
2023-03-12,14.9,12.2,19,0,,351,8.3,,1006.6,
2023-03-13,11.8,8.7,14.3,0,,9,16.7,,1017.4,
2023-03-14,12,7.3,18.2,0,,3,6.8,,1015.6,
2023-03-15,13.7,10.1,17.5,0,,214,5.7,,1005.7,
2023-03-16,14.1,8.8,17.6,0,,343,5.7,,1006.8,
2023-03-17,10.5,9.5,11.7,5.7,,358,17.2,,1014.8,
2023-03-18,11.3,9,14.8,0,,4,10.8,,1018.8,
2023-03-19,12.4,8,17.5,0,,354,7.7,,1020.7,
2023-03-20,14,9.3,20.2,0,,26,3.1,,1019.2,
2023-03-21,13.9,10.5,17.7,0.4,,53,2.4,,1013.9,
2023-03-22,14.3,10.2,18.7,3.6,,355,5.6,,1011.9,
2023-03-23,14.5,11.1,18.4,0,,13,8,,1015.6,
2023-03-24,15.3,11,19.8,0,,15,5.1,,1016.4,
2023-03-25,16.4,11.1,21.2,0,,305,3.8,,1012.8,
2023-03-26,18.2,14.4,23.5,0,,302,5.5,,1010.3,
2023-03-27,17.2,13.4,22.2,0,,202,7.2,,1007,
2023-03-28,14.3,7.7,17,1.4,,320,16.7,,1009.3,
2023-03-29,10.4,6.5,15.3,5.8,,329,11.4,,1023.7,
2023-03-30,13.3,8.3,19,0,,332,6.4,,1024.3,
2023-03-31,15.4,10.8,20.2,0,,321,5.1,,1018.2,
2023-04-01,17.8,13.8,23.5,0,,302,5.6,,1010.6,
2023-04-02,16.5,14.7,18.2,1.6,,80,4.1,,1009.5,
2023-04-03,15.8,13.2,19.6,1.8,,114,9,,1003.3,
2023-04-04,15.1,12.5,18.4,4.9,,235,8.5,,1001.7,
2023-04-05,14.9,12.6,19.6,0,,289,13.1,,1011.7,
2023-04-06,13.8,11.1,17.5,1.9,,315,6.3,,1011.3,
2023-04-07,12.9,9.2,17,0,,318,5.8,,1015.1,
2023-04-08,14.2,10.7,19.5,0,,160,5.3,,1017.6,
2023-04-09,14.7,10.6,19.5,1.2,,17,5.5,,1016.5,
2023-04-10,13.7,10.7,16.3,1.1,,2,6.6,,1013.3,
2023-04-11,13.6,10.5,17.7,0,,341,9.6,,1010.7,
2023-04-12,16.4,11.5,22.1,0,,299,9.3,,1008.3,
2023-04-13,17.1,13.2,21.2,0,,257,6,,1011.4,
2023-04-14,17.5,12.7,21.7,0,,140,9,,1011.4,
2023-04-15,17.4,15.1,22,0,,252,6.1,,1012.2,
2023-04-16,17.1,14.4,21.5,0,,176,5.5,,1010.9,
2023-04-17,16.9,13.5,22.5,1.8,,107,5.8,,1009.3,
2023-04-18,16.8,14,20.6,0.4,,285,6.3,,1010,
2023-04-19,16.7,13.7,21.6,2.2,,295,6.1,,1011.6,
2023-04-20,16.5,12.2,22.2,0,,253,5.3,,1012.7,
2023-04-21,17.4,13.3,23.6,0,,261,5.3,,1011.9,
2023-04-22,17.1,13.9,22,5.2,,23,4.5,,1012.5,
2023-04-23,16.7,13,20.4,1.5,,359,5.7,,1015.3,
2023-04-24,17.7,13,22.5,0,,157,5.9,,1015.1,
2023-04-25,18.6,15.2,23.2,0,,303,7.2,,1010.6,
2023-04-26,18.6,15.4,23.9,0,,306,7.9,,1007.2,
2023-04-27,16.8,13.7,21,0,,347,10.6,,1012.1,
2023-04-28,15.8,12.1,20.5,0,,10,8.1,,1018.2,
2023-04-29,16,12,20.5,0,,159,6.3,,1017.1,
2023-04-30,17.3,13.8,22.5,0,,64,4.6,,1014.5,
2023-05-01,17,15.1,19.5,0.4,,48,2.4,,1016.5,
2023-05-02,16.8,14.2,21.3,0,,59,4.4,,1018.3,
2023-05-03,18.5,14,23,0.5,,125,7.6,,1016.3,
2023-05-04,18.4,15.6,21.5,1.1,,137,6.2,,1015.9,
2023-05-05,17.5,16.2,19.1,2.7,,8,8.4,,1013.9,
2023-05-06,19.2,16.1,23.1,0,,354,13.3,,1013,
2023-05-07,20.2,14.7,25.6,0,,4,8.2,,1016.6,
2023-05-08,20,15.5,24.7,0,,164,4,,1017.3,
2023-05-09,19,16.6,21.5,0,,40,6.5,,1015.7,
2023-05-10,17.6,15.2,21.8,0,,16,9.4,,1016.1,
2023-05-11,16.6,14.6,19,0,,12,8.1,,1016.6,
2023-05-12,17.4,13.6,21.6,0,,347,7.7,,1018,
2023-05-13,17.7,13.7,22.5,0,,129,5,,1021.6,
2023-05-14,19.2,14.6,24.1,0,,98,3.6,,1020.8,
2023-05-15,19.9,15.2,24.6,0,,123,2.7,,1014.6,
2023-05-16,20.7,18,25.7,2.1,,156,4.3,,1009.3,
2023-05-17,20.1,14.8,26.1,0,,285,8,,1009.2,
2023-05-18,20.5,16.2,25,0.9,,299,8.9,,1011.1,
2023-05-19,20.6,16.9,24.6,0,,346,6.4,,1015.6,
2023-05-20,21.1,16.4,26,0,,27,7.1,,1014.4,
2023-05-21,20.3,17.9,23.5,7.3,,19,6.8,,1009.1,
2023-05-22,19.7,17.2,23,16.4,,358,5.8,,1008.9,
2023-05-23,20.9,17.5,24.2,0.2,,11,8.4,,1011.2,
2023-05-24,20.6,16,25.2,0,,236,3.7,,1013.6,
2023-05-25,21.6,17.1,26.2,1.3,,224,4.2,,1014,
2023-05-26,22.3,17.5,27.7,0,,1,5.7,,1012.7,
2023-05-27,22.6,19.3,26.6,0,,5,10.1,,1010.6,
2023-05-28,22.4,19.8,25.2,0,,3,10.6,,1009.1,
2023-05-29,21.7,18.5,25.2,3.8,,358,6.1,,1010.4,
2023-05-30,21.1,17.6,24.7,2.3,,217,4,,1013.1,
2023-05-31,21,17.6,24,3.3,,85,4.2,,1014.6,
2023-06-01,22.8,18.7,28.6,0,,26,6.8,,1013.1,
2023-06-02,21.3,18.7,24,14.6,,339,4.8,,1011.3,
2023-06-03,22.4,16.7,29.6,0,,297,5.4,,1012.3,
2023-06-04,23.6,18.1,30.2,0,,71,5.8,,1016.6,
2023-06-05,24.2,19.5,29.5,0,,16,8.6,,1017.1,
2023-06-06,24,19.9,28.4,0,,18,10.7,,1015.3,
2023-06-07,24,19.5,29.2,0,,10,7,,1014.1,
2023-06-08,24.4,20.2,29.5,0.4,,349,4.9,,1012,
2023-06-09,24.1,19.1,29.6,0,,217,5.2,,1011.3,
2023-06-10,24.7,19.7,31.1,0,,167,4.2,,1009.3,
2023-06-11,24.8,21.6,29.5,4.5,,289,4.4,,1007.9,
2023-06-12,23.9,20.2,29,6,,306,4.8,,1007.9,
2023-06-13,23.7,20.4,27.7,0.6,,9,6.1,,1008.6,
2023-06-14,23.9,19,29.7,9.7,,179,5.6,,1011.7,
2023-06-15,24.2,19.7,30,0,,107,5.5,,1011.4,
2023-06-16,24.2,21.2,29.2,0.5,,12,5.6,,1005.4,
2023-06-17,22.6,20.4,28.2,7.6,,321,5,,1005.1,
2023-06-18,21.7,19.2,26.4,10.3,,339,7.5,,1010.6,
2023-06-19,24.7,19.8,29.6,0,,283,6.6,,1014.3,
2023-06-20,25.5,20.2,31.2,0,,170,5.1,,1015.3,
2023-06-21,26.3,21.2,31.6,0,,43,4,,1015.9,
2023-06-22,29.3,22.6,34.1,0,,28,8,,1016.4,
2023-06-23,29.4,25.8,33.1,0,,10,8.8,,1015.1,
2023-06-24,28.6,23.9,35.3,0,,351,7.1,,1013.2,
2023-06-25,27.6,23.3,34.9,0,,175,4.7,,1011.2,
2023-06-26,27.2,23.9,34.1,0,,31,5.9,,1009.1,
2023-06-27,27.7,24,31.7,0.5,,34,7.8,,1011.1,
2023-06-28,27.6,23,33.8,0,,206,6.1,,1011.3,
2023-06-29,27.3,23.4,34,0,,32,7.3,,1011.8,
2023-06-30,26.9,22.9,31.1,0,,99,6.7,,1013.7,
2023-07-01,26.9,23,33.2,0,,155,6.3,,1010.8,
2023-07-02,27.6,22.7,33.7,0,,163,5.8,,1007.7,
2023-07-03,28.3,24.7,32.7,0.2,,60,6,,1009.3,
2023-07-04,28.9,23.7,33.6,0,,85,6.1,,1012,
2023-07-05,29.5,24.9,34.2,0,,6,6.7,,1009.9,
2023-07-06,30.3,26.3,37,0,,331,6.2,,1009.2,
2023-07-07,30.6,26.2,35.5,0,,309,5.9,,1011.7,
2023-07-08,30.1,26.1,34.6,0,,8,7.3,,1013.7,
2023-07-09,28.2,24.7,31.9,0,,120,6.1,,1016.4,
2023-07-10,28.4,23.1,33.2,0,,20,6.8,,1017.1,
2023-07-11,29.1,24.1,34.2,0,,117,5.1,,1016.7,
2023-07-12,30,24.5,37.2,0,,195,4.3,,1016.9,
2023-07-13,31.2,25.2,36.7,0,,243,3.3,,1015.5,
2023-07-14,32.5,26.5,39.7,0,,220,3.1,,1012.7,
2023-07-15,32.9,27.1,38.2,0,,37,6.5,,1012.2,
2023-07-16,33.4,30.2,37.2,0,,10,12.4,,1013.4,
2023-07-17,32.5,28.2,36.3,0,,1,16.3,,1013.6,
2023-07-18,32.9,28.7,36.7,0,,2,13.7,,1012.2,
2023-07-19,33.9,30.5,38.2,0,,11,12.8,,1010.1,
2023-07-20,33.5,28.5,38.2,0,,0,7,,1007.9,
2023-07-21,32.7,28.3,39.5,0,,145,3.8,,1009.9,
2023-07-22,33.5,27.6,39.4,0,,158,3,,1013.4,
2023-07-23,34.4,28.6,41.6,0,,263,4.5,,1013.2,
2023-07-24,33.1,29.1,37.5,0,,26,7.4,,1012.9,
2023-07-25,31.6,26.4,37.6,0,,119,4.3,,1010.7,
2023-07-26,32.7,27.5,38.1,0,,309,5.5,,1005.7,
2023-07-27,31.9,28.6,35.8,0,,350,10.4,,1006.4,
2023-07-28,29.1,26.1,32.6,0,,58,8.5,,1013.2,
2023-07-29,28.9,24.2,34,0,,87,5.5,,1011.4,
2023-07-30,30.2,25.4,35.1,0,,20,6.9,,1010.1,
2023-07-31,30.3,25.9,36.2,0,,48,6.6,,1007.2,
2023-08-01,30.3,26.2,36.1,0,,43,7,,1008.2,
2023-08-02,28.6,25.9,36.2,0,,164,6.2,,1008.7,
2023-08-03,27.2,16,33.5,0,,153,5,,1009.5,
2023-08-04,32.4,25,37.9,0,,159,3.8,,1009.2,
2023-08-05,30.6,25.9,37.8,0,,128,6.4,,1006.3,
2023-08-06,29.4,26.7,33,0,,299,14.8,,1004.9,
2023-08-07,28.2,23.7,35.9,0,,261,9.4,,1008.7,
2023-08-08,28.8,24.4,34.5,0,,1,9.4,,1009.2,
2023-08-09,28.8,24.6,32.6,0,,14,13.3,,1012.9,
2023-08-10,27.2,23.6,34.3,0,,17,7.6,,1013.8,
2023-08-11,26.7,22.9,30.8,0,,14,8.8,,1015.9,
2023-08-12,27.5,22.9,31.5,0,,1,14.5,,1014.6,
2023-08-13,26.9,24.6,31.1,0,,3,14,,1013.2,
2023-08-14,27.6,24.6,32.7,0,,349,7.5,,1013.3,
2023-08-15,29.1,23.5,35.5,0,,277,6,,1013.7,
2023-08-16,29.3,24,36.8,0,,233,6,,1011.9,
2023-08-17,29.9,24.9,35.9,0,,341,6.9,,1009.9,
2023-08-18,31.2,26.2,38,0,,345,6.2,,1009.7,
2023-08-19,31.4,26.2,37.5,0,,350,8.1,,1010.1,
2023-08-20,30.7,25.9,35.5,0,,0,11.5,,1010.7,
2023-08-21,32.9,28.6,37.4,0,,2,17.2,,1010.3,
2023-08-22,33.7,30,37,0,,6,17.2,,1010.1,
2023-08-23,33,30,37.1,0,,15,12.4,,1011,
2023-08-24,32.3,27.7,37.2,0,,2,10.1,,1011.6,
2023-08-25,30.8,26,36.2,0,,355,8.3,,1011.5,
2023-08-26,31.3,28.5,35.9,0,,355,8,,1010.1,
2023-08-27,30.9,25.6,35.4,0,,358,6.7,,1009.1,
2023-08-28,28.7,24.2,34.4,0,,167,4.4,,1008.9,
2023-08-29,29.1,24,34.1,0,,120,5.9,,1005.7,
2023-08-30,28.8,24.7,34.7,0,,294,11.2,,1006.7,
2023-08-31,27.6,24.4,32,0,,297,12.7,,1012,
2023-09-01,26.9,23.2,31,0,,301,6.3,,1015,
2023-09-02,27.6,20.3,33.3,0,,348,8.7,,1015.6,
2023-09-03,28.4,24.9,32.7,0,,357,12.1,,1015.5,
2023-09-04,25.3,23.1,30,0,,356,10.3,,1009.9,
2023-09-05,23.6,21.3,26.2,0,,31,8.4,,1007.2,
2023-09-06,20.6,12.4,26,0,,66,9.9,,1011.1,
2023-09-07,21.2,14.6,26.1,83.1,,25,9.2,,1013.1,
2023-09-08,25.4,23,27.7,1,,4,18.1,,1012.4,
2023-09-09,25.1,23,28.2,0,,8,17.2,,1012.6,
2023-09-10,25.1,22.5,28.1,0,,351,15.8,,1012.8,
2023-09-11,23.9,21.8,27,0,,8,15.9,,1012.6,
2023-09-12,24.6,20.2,30.3,0,,0,10.6,,1014.9,
2023-09-13,25.5,20.1,31.5,0,,354,6.6,,1016.6,
2023-09-14,24.7,20.2,31.3,0,,179,4.2,,1015.8,
2023-09-15,26.2,20.8,32.4,0,,88,3.8,,1015.4,
2023-09-16,26.9,21.2,33.1,0,,42,6.3,,1016.1,
2023-09-17,26.5,23.5,30.6,0,,8,9.8,,1016.6,
2023-09-18,24.7,22.7,28.1,0,,359,11.7,,1015.8,
2023-09-19,24.7,22,28.4,0,,356,10.6,,1015.1,
2023-09-20,25.6,19.8,30.6,0,,282,3.7,,1015.8,
2023-09-21,25.2,22.3,30.4,0,,66,3.7,,1015.9,
2023-09-22,26.1,20.9,31.5,0,,104,3.7,,1016.3,
2023-09-23,26.9,22.4,33.2,0,,119,3.5,,1015.5,
2023-09-24,26.3,21.4,32.1,0,,126,4,,1012.1,
2023-09-25,25.8,23.4,30.6,0,,321,7.9,,1010.5,
2023-09-26,24.8,22.1,28.9,0,,13,8.1,,1010.8,
2023-09-27,21.3,18.1,25.4,13.5,,338,5.6,,1011.8,
2023-09-28,21.8,20.2,27.7,0,,330,6.1,,1014.5,
2023-09-29,22,18.6,28.1,3.6,,355,5.6,,1017.6,
2023-09-30,23.3,19.3,27.5,0,,328,6.4,,1016.7,
2023-10-01,24.1,19.8,29.2,0,,334,5.9,,1016.7,
2023-10-02,23.1,19.7,26.9,0,,352,7,,1019,
2023-10-03,21.7,19.9,25.3,0,,3,11.2,,1022.2,
2023-10-04,21,17.1,26.6,0,,353,5.4,,1022.2,
2023-10-05,21.8,17.3,26.9,0,,22,5.5,,1021.6,
2023-10-06,22.6,17.3,28.6,0,,0,4.7,,1020.3,
2023-10-07,22.8,19.9,27.3,0,,356,10.2,,1020.3,
2023-10-08,22.3,17.4,28.3,0,,293,4.1,,1018,
2023-10-09,22.9,18.1,28.9,0,,3,7.8,,1018.8,
2023-10-10,22.4,18,28.1,0,,40,4.4,,1018.6,
2023-10-11,21.2,19.3,24.1,0,,9,9.4,,1021.2,
2023-10-12,20,17.3,24,0,,13,9,,1021.3,
2023-10-13,20,15.2,26,0,,338,3,,1020.5,
2023-10-14,21.4,17.8,27.2,0,,118,4.7,,1016.7,
2023-10-15,21.6,18.1,27,0,,77,4.2,,1012.4,
2023-10-16,22.3,19,28.1,0,,347,6.2,,1012.8,
2023-10-17,20.3,17.9,25.7,0,,50,4.9,,1017.9,
2023-10-18,19.6,17.5,25.2,1.3,,37,6.7,,1015,
2023-10-19,20.3,17.7,25.2,0,,113,5.6,,1016.8,
2023-10-20,21.7,18.5,26.5,0,,150,5,,1015.4,
2023-10-21,23.1,19.6,28,0,,138,5.2,,1017.1,
2023-10-22,23.1,20.4,27.9,0,,138,5.5,,1017.3,
2023-10-23,22.2,19.1,27.1,0,,164,3.7,,1016.9,
2023-10-24,22.3,19,28.2,0,,129,3.4,,1016.4,
2023-10-25,22.1,19.3,26.3,0,,122,3.7,,1013.4,
2023-10-26,23,21.1,25.7,0,,140,5.8,,1010,
2023-10-27,22.6,18.7,27.1,0,,212,4.4,,1009.4,
2023-10-28,23.4,19.9,29.5,0,,353,4,,1011.2,
2023-10-29,22.8,19.8,27.5,0,,329,4.3,,1014.8,
2023-10-30,21.3,18.1,27.2,0,,42,4.2,,1017.9,
2023-10-31,21.8,18.5,27.2,0,,131,4.4,,1017.2,
2023-11-01,22.7,19.3,27.3,0,,346,3.6,,1014.2,
2023-11-02,21.8,20.1,25.9,0,,319,5.4,,1011.4,
2023-11-03,22.2,17.8,27.7,0,,147,6.8,,1009.1,
2023-11-04,22.9,20.3,28.6,0,,178,13.1,,1005.3,
2023-11-05,20.9,17,25.5,0,,286,6.4,,1010.9,
2023-11-06,21.7,19,26.8,0,,309,5.5,,1014.9,
2023-11-07,21.1,17.8,26.5,0,,337,3.3,,1019.7,
2023-11-08,20.7,16.8,25.8,0,,13,3.7,,1018.1,
2023-11-09,19.4,17.6,22.9,0,,45,6.3,,1017.8,
2023-11-10,17.8,14.6,21.5,0,,105,4.7,,1017.3,
2023-11-11,20.4,15.7,25.8,10.9,,227,9.9,,1011.4,
2023-11-12,19.4,16.5,23.7,0,,293,5.8,,1014,
2023-11-13,19.4,15.9,23.2,4.7,,337,6.1,,1014,
2023-11-14,18.3,14.5,23.7,0,,118,3.7,,1018.2,
2023-11-15,20,16.7,23.6,0,,305,5.6,,1013.3,
2023-11-16,19.1,16.2,23.2,0,,7,5.8,,1016.7,
2023-11-17,18.8,15.6,23,0,,242,5.1,,1015.3,
2023-11-18,16.6,12.8,20.9,0.6,,308,13.7,,1008.4,
2023-11-19,12.1,9.5,15.9,0,,335,9.9,,1015.7,
2023-11-20,14.4,10.5,20.3,0,,22,4.3,,1016.3,
2023-11-21,15.9,12.2,19.8,0,,89,4.3,,1014,
2023-11-22,18.7,15,23.7,0,,144,8,,1011.7,
2023-11-23,19.4,17.2,24.8,0.8,,83,6.2,,1016.2,
2023-11-24,18,15.9,22.8,0,,118,3.5,,1009.6,
2023-11-25,17.1,12.6,21.3,14.5,,195,12.9,,993.7,
2023-11-26,11.9,8.2,16,0.5,,312,20,,1002.1,
2023-11-27,10.4,5.8,15,0.5,,315,6.1,,1018.5,
2023-11-28,17.4,9.9,20,0,,184,12,,1009.9,
2023-11-29,19.1,16.8,21.7,0,,229,11,,1007.5,
2023-11-30,16.4,13.8,21.2,0,,315,4,,1016.6,
2023-12-01,17,13.8,22.8,0,,291,4.2,,1019,
2023-12-02,18.2,14.8,20.9,0,,140,7.3,,1015.7,
2023-12-03,19.1,17.1,22.3,0,,164,8.4,,1014,
2023-12-04,16.4,14.3,19.2,0,,38,6.9,,1016.9,
2023-12-05,15,12.9,18,0,,39,5.2,,1016.9,
2023-12-06,15.3,13.5,18,8.9,,347,7.5,,1009.4,
2023-12-07,14.7,12.9,17.4,1,,349,3.6,,1012.2,
2023-12-08,11.4,9.7,13.1,0,,325,10.7,,1012.5,
2023-12-09,9.9,7.7,13,0,,353,7.8,,1015.6,
2023-12-10,12.1,7.9,16.5,2.8,,28,3.3,,1016.8,
2023-12-11,12.8,10.7,15.9,2.8,,3,5.6,,1015.8,
2023-12-12,14.4,10.9,19.4,0,,355,5.9,,1015.6,
2023-12-13,14.3,11.1,20.9,0,,95,3.8,,1015.2,
2023-12-14,17.4,13.9,20.9,0,,151,7.4,,1012.4,
2023-12-15,18.8,16.7,21.4,0,,156,8.7,,1013.1,
2023-12-16,12.8,10,17.4,4.9,,357,13,,1018.7,
2023-12-17,9.9,8.6,10.8,0,,8,15.2,,1033.3,
2023-12-18,10.3,7.6,14.7,0,,338,9.1,,1031.1,
2023-12-19,12.4,8,20.8,0,,355,4.3,,1024.9,
2023-12-20,13,9.9,16.9,0,,86,3.8,,1016.1,
2023-12-21,12.7,10.5,15.5,15.5,,357,4.4,,1007.1,
2023-12-22,13.9,9.9,17.3,0,,295,8.4,,1003.5,
2023-12-23,14.8,9.6,19.2,0,,313,8.6,,1009.3,
2023-12-24,15.6,13.2,20.5,0,,341,4.7,,1015.2,
2023-12-25,14.3,11.1,19.4,0,,357,3.2,,1018.4,
2023-12-26,14.7,11.5,19.7,0.1,,109,3.7,,1020.7,
2023-12-27,14.3,10.8,18.6,0,,12,3,,1022.4,
2023-12-28,13.6,10,17.8,0,,12,3.8,,1027,
2023-12-29,13.6,11,18.3,0,,30,2.7,,1023.2,
2023-12-30,13.6,10.9,17.2,0,,11,2.8,,1020.6,
2023-12-31,13.1,10,16.2,0,,37,2.5,,1020,
